import time: self [us] | cumulative | imported package
import time:      1118 |       3584 |                                 numpy.lib._npyio_impl
import time:      1118 |       3655 |                                 numpy.lib._npyio_impl
import time:       345 |        345 |                                     numpy.lib._ufunclike_impl
import time:       342 |        342 |                                     numpy.lib._ufunclike_impl
import time:       359 |        359 |                                     numpy.lib._ufunclike_impl
import time:       342 |        342 |                                     numpy.lib._ufunclike_impl
import time:       779 |       1120 |                                   numpy.lib._type_check_impl
import time:       771 |       1113 |                                   numpy.lib._type_check_impl
import time:       797 |       1142 |                                   numpy.lib._type_check_impl
import time:       919 |       1277 |                                   numpy.lib._type_check_impl
import time:      1538 |       2658 |                                 numpy.lib._polynomial_impl
import time:      1455 |       2731 |                                 numpy.lib._polynomial_impl
import time:      1575 |       2687 |                                 numpy.lib._polynomial_impl
import time:      1591 |       2732 |                                 numpy.lib._polynomial_impl
import time:       963 |        963 |                                 numpy.lib._shape_base_impl
import time:      1022 |       1022 |                                 numpy.lib._shape_base_impl
import time:      1081 |       1081 |                                 numpy.lib._shape_base_impl
import time:      1025 |       1025 |                                 numpy.lib._shape_base_impl
import time:       418 |        418 |                                 numpy.lib._version
import time:       363 |        363 |                                 numpy.lib._version
import time:       374 |        374 |                                 numpy.lib._version
import time:       420 |        420 |                                 numpy.lib._version
import time:       254 |        254 |                                 numpy.lib.introspect
import time:       266 |        266 |                                 numpy.lib.introspect
import time:       243 |        243 |                                 numpy.lib.introspect
import time:       253 |        253 |                                 numpy.lib.introspect
import time:       551 |        551 |                                 numpy.lib.mixins
import time:       559 |        559 |                                 numpy.lib.mixins
import time:       559 |        559 |                                 numpy.lib.mixins
import time:       548 |        548 |                                 numpy.lib.mixins
import time:       274 |        274 |                                 numpy.lib.npyio
import time:       265 |        265 |                                 numpy.lib.npyio
import time:       266 |        266 |                                 numpy.lib.npyio
import time:       257 |        257 |                                 numpy.lib.npyio
import time:       649 |        649 |                                   numpy.lib._scimath_impl
import time:       641 |        641 |                                   numpy.lib._scimath_impl
import time:       638 |        638 |                                   numpy.lib._scimath_impl
import time:       642 |        642 |                                   numpy.lib._scimath_impl
import time:       241 |        890 |                                 numpy.lib.scimath
import time:       297 |        935 |                                 numpy.lib.scimath
import time:       248 |        888 |                                 numpy.lib.scimath
import time:       285 |        926 |                                 numpy.lib.scimath
import time:      1595 |      48392 |                               numpy.lib
import time:      1556 |      48497 |                               numpy.lib
import time:      1666 |      48432 |                               numpy.lib
import time:      1523 |      48461 |                               numpy.lib
import time:       723 |        723 |                               numpy._array_api_info
import time:       735 |        735 |                               numpy._array_api_info
import time:       726 |        726 |                               numpy._array_api_info
import time:       715 |        715 |                               numpy._array_api_info
import time:     10206 |     107039 |                             numpy
import time:     10310 |     107203 |                             numpy
import time:       611 |     114651 |                           distributed.protocol.utils
import time:     10178 |     107223 |                             numpy
import time:       596 |     114644 |                           distributed.protocol.utils
import time:       519 |     114706 |                           distributed.protocol.utils
import time:      1131 |     125312 |                         distributed.protocol.serialize
import time:      1108 |     125384 |                         distributed.protocol.serialize
import time:       645 |     125957 |                       distributed.protocol.pickle
import time:       633 |     126016 |                       distributed.protocol.pickle
import time:     11040 |     107765 |                             numpy
import time:       686 |     126642 |                     distributed.protocol.core
import time:      1103 |     125404 |                         distributed.protocol.serialize
import time:       661 |     126677 |                     distributed.protocol.core
import time:       392 |     115079 |                           distributed.protocol.utils
import time:       653 |     126057 |                       distributed.protocol.pickle
import time:       413 |     126469 |                     distributed.protocol.core
import time:      1114 |     126003 |                         distributed.protocol.serialize
import time:       514 |        514 |                     distributed.protocol.cuda
import time:       388 |        388 |                     distributed.protocol.cuda
import time:       556 |        556 |                     distributed.protocol.cuda
import time:       590 |     126592 |                       distributed.protocol.pickle
import time:       510 |     127101 |                     distributed.protocol.core
import time:       597 |     127787 |                   distributed.protocol
import time:       442 |     127298 |                   distributed.protocol
import time:       644 |     127841 |                   distributed.protocol
import time:       291 |        291 |                     distributed.protocol.cuda
import time:       352 |     127743 |                   distributed.protocol
import time:       443 |        443 |                   distributed._async_taskgroup
import time:       458 |        458 |                   distributed._async_taskgroup
import time:       454 |        454 |                   distributed._async_taskgroup
import time:       247 |        247 |                   distributed._async_taskgroup
import time:       400 |        400 |                       distributed.comm.registry
import time:       373 |        373 |                       distributed.comm.registry
import time:       392 |        392 |                       distributed.comm.registry
import time:       570 |        970 |                     distributed.comm.addressing
import time:       611 |       1002 |                     distributed.comm.addressing
import time:       594 |        966 |                     distributed.comm.addressing
import time:       431 |        431 |                       distributed.comm.registry
import time:       666 |       1096 |                     distributed.comm.addressing
import time:       756 |        756 |                     distributed.comm.core
import time:       756 |        756 |                     distributed.comm.core
import time:       695 |        695 |                     distributed.comm.core
import time:       813 |        813 |                     distributed.comm.core
import time:       461 |        461 |                       distributed.sizeof
import time:       461 |        461 |                       distributed.sizeof
import time:       459 |        459 |                       distributed.sizeof
import time:       463 |        463 |                       distributed.sizeof
import time:       452 |        913 |                     distributed.comm.utils
import time:       461 |        921 |                     distributed.comm.utils
import time:       402 |        865 |                     distributed.comm.utils
import time:       457 |        915 |                     distributed.comm.utils
import time:       721 |        721 |                     distributed.comm.inproc
import time:       734 |        734 |                     distributed.comm.inproc
import time:       768 |        768 |                     distributed.comm.inproc
import time:       779 |        779 |                     distributed.comm.inproc
import time:      1656 |       1656 |                           unicodedata
import time:      1654 |       1654 |                           unicodedata
import time:      1641 |       1641 |                           unicodedata
import time:      1653 |       1653 |                           unicodedata
import time:      2755 |       4410 |                         stringprep
import time:      2749 |       4402 |                         stringprep
import time:      2787 |       4439 |                         stringprep
import time:      2821 |       4461 |                         stringprep
import time:      1542 |       5943 |                       encodings.idna
import time:      1507 |       5916 |                       encodings.idna
import time:      1666 |       6105 |                       encodings.idna
import time:      1667 |       6128 |                       encodings.idna
import time:      1506 |       1506 |                       tornado.iostream
import time:      1567 |       1567 |                       tornado.iostream
import time:      1611 |       1611 |                       tornado.iostream
import time:      1621 |       1621 |                       tornado.iostream
import time:       878 |        878 |                       tornado.tcpclient
import time:       957 |        957 |                       tornado.tcpclient
import time:       918 |        918 |                       tornado.tcpclient
import time:      1056 |       1056 |                       tornado.tcpclient
import time:       965 |        965 |                       tornado.tcpserver
import time:      1029 |       1029 |                       tornado.tcpserver
import time:      1153 |       1153 |                       tornado.tcpserver
import time:      1123 |       1123 |                       tornado.tcpserver
import time:       451 |        451 |                       distributed.system
import time:       469 |        469 |                       distributed.system
import time:       437 |        437 |                       distributed.system
import time:       392 |        392 |                       distributed.system
import time:     10650 |      20730 |                     distributed.comm.tcp
import time:     10761 |      20740 |                     distributed.comm.tcp
import time:     10749 |      20741 |                     distributed.comm.tcp
import time:     10598 |      20764 |                     distributed.comm.tcp
import time:      1482 |       1482 |                       gzip
import time:      1493 |       1493 |                       gzip
import time:      1521 |       1521 |                       gzip
import time:      1520 |       1520 |                       gzip
import time:      1030 |       1030 |                       hmac
import time:      1132 |       1132 |                       hmac
import time:      1041 |       1041 |                       hmac
import time:      1102 |       1102 |                       hmac
import time:      2129 |       2129 |                         http
import time:      2148 |       2148 |                         http
import time:      2163 |       2163 |                         http
import time:      2209 |       2209 |                         http
import time:     10916 |      13044 |                       http.cookies
import time:     10999 |      13162 |                       http.cookies
import time:     11248 |      13456 |                       http.cookies
import time:     11337 |      13485 |                       http.cookies
import time:       332 |        332 |                         _winapi
import time:       336 |        336 |                         _winapi
import time:       373 |        373 |                         _winapi
import time:       365 |        365 |                         _winapi
import time:       295 |        295 |                         winreg
import time:       316 |        316 |                         winreg
import time:       293 |        293 |                         winreg
import time:       328 |        328 |                         winreg
import time:       830 |       1456 |                       mimetypes
import time:      1283 |       1934 |                       mimetypes
import time:      1187 |       1852 |                       mimetypes
import time:       944 |       1637 |                       mimetypes
import time:      2605 |       2605 |                               email.feedparser
import time:       586 |       3191 |                             email.parser
import time:      2709 |       2709 |                               email.feedparser
import time:      2719 |       2719 |                               email.feedparser
import time:      2742 |       2742 |                               email.feedparser
import time:       572 |       3281 |                             email.parser
import time:       599 |       3318 |                             email.parser
import time:       602 |       3344 |                             email.parser
import time:      2200 |       5391 |                           http.client
import time:      2220 |       5537 |                           http.client
import time:      2387 |       5667 |                           http.client
import time:      2405 |       5748 |                           http.client
import time:     19114 |      24504 |                         tornado.http1connection
import time:     18802 |      24550 |                         tornado.http1connection
import time:       768 |      25272 |                       tornado.httpserver
import time:       655 |      25205 |                       tornado.httpserver
import time:     19618 |      25154 |                         tornado.http1connection
import time:     19659 |      25326 |                         tornado.http1connection
import time:       741 |      25895 |                       tornado.httpserver
import time:       711 |      26037 |                       tornado.httpserver
import time:       586 |        586 |                       tornado._locale_data
import time:       594 |        594 |                       tornado._locale_data
import time:       315 |        315 |                       tornado._locale_data
import time:       295 |        295 |                       tornado._locale_data
import time:      1367 |       1367 |                       tornado.routing
import time:      1435 |       1435 |                       tornado.routing
import time:      1483 |       1483 |                       tornado.routing
import time:      1427 |       1427 |                       tornado.routing
import time:      1723 |       1723 |                       tornado.httpclient
import time:      1730 |       1730 |                       tornado.httpclient
import time:      1862 |       1862 |                       tornado.httpclient
import time:      1642 |       1642 |                       tornado.httpclient
import time:       615 |        615 |                           tornado.locks
import time:       618 |        618 |                           tornado.locks
import time:       610 |        610 |                           tornado.locks
import time:       638 |        638 |                           tornado.locks
import time:       795 |       1409 |                         tornado.queues
import time:       829 |       1438 |                         tornado.queues
import time:       787 |       1425 |                         tornado.queues
import time:       839 |       1457 |                         tornado.queues
import time:      2787 |       4225 |                       tornado.websocket
import time:      2937 |       4346 |                       tornado.websocket
import time:      3048 |       4472 |                       tornado.websocket
import time:      2844 |       4300 |                       tornado.websocket
import time:      9409 |      60765 |                     distributed.comm.ws
import time:      9911 |      60824 |                     distributed.comm.ws
import time:      9951 |      60952 |                     distributed.comm.ws
import time:      9627 |      60897 |                     distributed.comm.ws
import time:       713 |        713 |                             unittest.util
import time:       724 |        724 |                             unittest.util
import time:       714 |        714 |                             unittest.util
import time:       706 |        706 |                             unittest.util
import time:       956 |       1669 |                           unittest.result
import time:       952 |       1675 |                           unittest.result
import time:       985 |       1699 |                           unittest.result
import time:       996 |       1701 |                           unittest.result
import time:      1119 |       1119 |                             pprint
import time:      1086 |       1086 |                             pprint
import time:      1090 |       1090 |                             pprint
import time:      1192 |       1192 |                             pprint
import time:      1456 |       2574 |                           unittest.case
import time:      1480 |       2565 |                           unittest.case
import time:      1547 |       2637 |                           unittest.case
import time:      1416 |       2607 |                           unittest.case
import time:       747 |        747 |                           unittest.suite
import time:       756 |        756 |                           unittest.suite
import time:       725 |        725 |                           unittest.suite
import time:       792 |        792 |                           unittest.suite
import time:      1475 |       1475 |                           unittest.loader
import time:      1515 |       1515 |                           unittest.loader
import time:      1507 |       1507 |                           unittest.loader
import time:      1459 |       1459 |                           unittest.loader
import time:      2499 |       2499 |                             argparse
import time:      2567 |       2567 |                             argparse
import time:      2539 |       2539 |                             argparse
import time:      2524 |       2524 |                             argparse
import time:       908 |        908 |                               unittest.signals
import time:       874 |        874 |                               unittest.signals
import time:       905 |        905 |                               unittest.signals
import time:       910 |        910 |                               unittest.signals
import time:       750 |       1658 |                             unittest.runner
import time:       766 |       1640 |                             unittest.runner
import time:       778 |       1682 |                             unittest.runner
import time:       782 |       1692 |                             unittest.runner
import time:       721 |       4878 |                           unittest.main
import time:       734 |       4897 |                           unittest.main
import time:       919 |      12351 |                         unittest
import time:       940 |      12372 |                         unittest
import time:       760 |       5018 |                           unittest.main
import time:       713 |       4933 |                           unittest.main
import time:       920 |      12407 |                         unittest
import time:       987 |      12455 |                         unittest
import time:      2820 |      15170 |                       unittest.mock
import time:      2872 |      15279 |                       unittest.mock
import time:      2867 |      15321 |                       unittest.mock
import time:      2915 |      15287 |                       unittest.mock
import time:       862 |        862 |                             distributed.diagnostics.plugin
import time:       467 |       1329 |                           distributed.diagnostics.graph_layout
import time:       915 |        915 |                             distributed.diagnostics.plugin
import time:       939 |        939 |                             distributed.diagnostics.plugin
import time:       930 |        930 |                             distributed.diagnostics.plugin
import time:       482 |       1397 |                           distributed.diagnostics.graph_layout
import time:       471 |       1410 |                           distributed.diagnostics.graph_layout
import time:       488 |       1417 |                           distributed.diagnostics.graph_layout
import time:       470 |        470 |                           distributed.diagnostics.memory_sampler
import time:       394 |       2192 |                         distributed.diagnostics
import time:       420 |        420 |                           distributed.diagnostics.memory_sampler
import time:       411 |        411 |                           distributed.diagnostics.memory_sampler
import time:       410 |        410 |                           distributed.diagnostics.memory_sampler
import time:       265 |       2081 |                         distributed.diagnostics
import time:       299 |       2119 |                         distributed.diagnostics
import time:       285 |       2112 |                         distributed.diagnostics
import time:       313 |        313 |                         pynvml
import time:       358 |        358 |                         pynvml
import time:       352 |        352 |                         pynvml
import time:       357 |        357 |                         pynvml
import time:      1040 |       3543 |                       distributed.diagnostics.nvml
import time:      1067 |       3535 |                       distributed.diagnostics.nvml
import time:      1088 |       3520 |                       distributed.diagnostics.nvml
import time:      1072 |       3547 |                       distributed.diagnostics.nvml
import time:       668 |      19380 |                     distributed.comm.ucx
import time:       594 |     104999 |                   distributed.comm
import time:       765 |      19619 |                     distributed.comm.ucx
import time:       676 |      19501 |                     distributed.comm.ucx
import time:       700 |      19507 |                     distributed.comm.ucx
import time:       588 |     105161 |                   distributed.comm
import time:       598 |     105146 |                   distributed.comm
import time:       444 |     104994 |                   distributed.comm
import time:       339 |        339 |                     crick
import time:       343 |        343 |                     crick
import time:       272 |        611 |                   distributed.counter
import time:       355 |        355 |                     crick
import time:       363 |        363 |                     crick
import time:       276 |        619 |                   distributed.counter
import time:       456 |        811 |                   distributed.counter
import time:       269 |        631 |                   distributed.counter
import time:       700 |        700 |                     locket
import time:       719 |        719 |                     locket
import time:       727 |        727 |                     locket
import time:       724 |        724 |                     locket
import time:       520 |       1219 |                   distributed.diskutils
import time:       492 |       1211 |                   distributed.diskutils
import time:       463 |       1190 |                   distributed.diskutils
import time:       477 |       1200 |                   distributed.diskutils
import time:       332 |        332 |                   distributed.system_monitor
import time:       325 |        325 |                   distributed.system_monitor
import time:       334 |        334 |                   distributed.system_monitor
import time:       370 |        370 |                   distributed.system_monitor
import time:      2117 |     238236 |                 distributed.core
import time:      2114 |     238183 |                 distributed.core
import time:      2095 |     238298 |                 distributed.core
import time:       635 |     239760 |               distributed.preloading
import time:      2250 |     238308 |                 distributed.core
import time:       660 |     239793 |               distributed.preloading
import time:       541 |     239730 |               distributed.preloading
import time:       632 |     239820 |               distributed.preloading
import time:      1841 |       1841 |                             sysconfig
import time:      1869 |       1869 |                             sysconfig
import time:      1861 |       1861 |                             sysconfig
import time:      1856 |       1856 |                             sysconfig
import time:      2315 |       2315 |                               packaging._elffile
import time:      2319 |       2319 |                               packaging._elffile
import time:      2323 |       2323 |                               packaging._elffile
import time:      2390 |       2390 |                               packaging._elffile
import time:       617 |       2939 |                             packaging._manylinux
import time:       638 |       2953 |                             packaging._manylinux
import time:       621 |       2939 |                             packaging._manylinux
import time:       643 |       3033 |                             packaging._manylinux
import time:       562 |        562 |                             packaging._musllinux
import time:       585 |        585 |                             packaging._musllinux
import time:       571 |        571 |                             packaging._musllinux
import time:       560 |        560 |                             packaging._musllinux
import time:       702 |       6084 |                           packaging.tags
import time:       693 |       6076 |                           packaging.tags
import time:       751 |       6115 |                           packaging.tags
import time:       676 |       6108 |                           packaging.tags
import time:      4516 |      10592 |                         packaging.utils
import time:      4540 |      10648 |                         packaging.utils
import time:      4585 |      10669 |                         packaging.utils
import time:      4556 |      10671 |                         packaging.utils
import time:     73488 |      84158 |                       packaging.specifiers
import time:     75264 |      85932 |                       packaging.specifiers
import time:     75956 |      86547 |                       packaging.specifiers
import time:     76053 |      86701 |                       packaging.specifiers
import time:     43067 |     127224 |                     packaging._tokenizer
import time:      1042 |     128265 |                   packaging._parser
import time:     41997 |     128543 |                     packaging._tokenizer
import time:     42801 |     128733 |                     packaging._tokenizer
import time:      1056 |       1056 |                   packaging.markers
import time:       412 |     129733 |                 packaging.requirements
import time:      1068 |     129611 |                   packaging._parser
import time:      1058 |     129790 |                   packaging._parser
import time:     42957 |     129658 |                     packaging._tokenizer
import time:       917 |        917 |                   packaging.markers
import time:       419 |     130946 |                 packaging.requirements
import time:       868 |        868 |                   packaging.markers
import time:      1051 |     130708 |                   packaging._parser
import time:       399 |     131057 |                 packaging.requirements
import time:       759 |        759 |                   packaging.markers
import time:       401 |     131867 |                 packaging.requirements
import time:      5685 |     135418 |               distributed.versions
import time:       568 |        568 |               distributed.batched
import time:      5566 |     136511 |               distributed.versions
import time:       608 |        608 |               distributed.cfexecutor
import time:       308 |        308 |               distributed.batched
import time:      5747 |     136804 |               distributed.versions
import time:       407 |        407 |               distributed.objects
import time:       302 |        302 |               distributed.cfexecutor
import time:       346 |        346 |               distributed.batched
import time:       236 |        236 |               distributed.objects
import time:       306 |        306 |               distributed.cfexecutor
import time:       532 |        532 |               distributed.publish
import time:      5762 |     137628 |               distributed.versions
import time:       327 |        327 |               distributed.publish
import time:       239 |        239 |               distributed.objects
import time:       328 |        328 |               distributed.batched
import time:       485 |        485 |               distributed.security
import time:       327 |        327 |               distributed.security
import time:       323 |        323 |               distributed.publish
import time:       267 |        267 |               distributed.cfexecutor
import time:       285 |        285 |               distributed.security
import time:       278 |        278 |               distributed.objects
import time:       375 |        375 |               distributed.publish
import time:       582 |        582 |                 distributed.collections
import time:       561 |        561 |                 distributed.collections
import time:       488 |        488 |                 distributed.collections
import time:       370 |        370 |               distributed.security
import time:       381 |        381 |                 distributed.itertools
import time:       382 |        382 |                 distributed.itertools
import time:       411 |        411 |                 distributed.itertools
import time:       766 |       1727 |               distributed.spans
import time:       521 |       1390 |               distributed.spans
import time:       805 |       1776 |               distributed.spans
import time:       504 |        504 |                 distributed.collections
import time:       165 |        165 |                 distributed.itertools
import time:       529 |       1197 |               distributed.spans
import time:       438 |        438 |                 distributed._concurrent_futures_thread
import time:       441 |        441 |                 distributed._concurrent_futures_thread
import time:       436 |        436 |                 distributed._concurrent_futures_thread
import time:       509 |        947 |               distributed.threadpoolexecutor
import time:       552 |        993 |               distributed.threadpoolexecutor
import time:       535 |        971 |               distributed.threadpoolexecutor
import time:       231 |        231 |                 distributed._concurrent_futures_thread
import time:       339 |        570 |               distributed.threadpoolexecutor
import time:       540 |        540 |               distributed.utils_comm
import time:       570 |        570 |               distributed.utils_comm
import time:       571 |        571 |               distributed.utils_comm
import time:       316 |        316 |               distributed.utils_comm
import time:       353 |        353 |                   rmm
import time:       357 |        357 |                   rmm
import time:       363 |        363 |                   rmm
import time:       333 |        685 |                 distributed.diagnostics.rmm
import time:       354 |        354 |                   rmm
import time:       403 |        759 |                 distributed.diagnostics.rmm
import time:       446 |        808 |                 distributed.diagnostics.rmm
import time:       439 |        792 |                 distributed.diagnostics.rmm
import time:       369 |        369 |                 distributed.exceptions
import time:       346 |        346 |                 distributed.exceptions
import time:       353 |        353 |                 distributed.exceptions
import time:       360 |        360 |                 distributed.exceptions
import time:      1685 |       1685 |                 distributed.gc
import time:      1709 |       1709 |                 distributed.gc
import time:      1718 |       1718 |                 distributed.gc
import time:      1718 |       1718 |                 distributed.gc
import time:       431 |        431 |                   distributed.http.utils
import time:       426 |        426 |                   distributed.http.utils
import time:       212 |        643 |                 distributed.http
import time:       446 |        446 |                   distributed.http.utils
import time:       439 |        439 |                   distributed.http.utils
import time:       260 |        685 |                 distributed.http
import time:       276 |        722 |                 distributed.http
import time:       263 |        702 |                 distributed.http
import time:       362 |        362 |                   distributed.http.routing
import time:       370 |        370 |                   distributed.http.routing
import time:       381 |        381 |                   distributed.http.routing
import time:       393 |        393 |                   distributed.http.routing
import time:       270 |        632 |                 distributed.node
import time:       329 |        699 |                 distributed.node
import time:       300 |        680 |                 distributed.node
import time:       294 |        686 |                 distributed.node
import time:       339 |        339 |                   setproctitle
import time:       334 |        334 |                   setproctitle
import time:       340 |        340 |                   setproctitle
import time:       354 |        693 |                 distributed.proctitle
import time:       330 |        330 |                   setproctitle
import time:       364 |        698 |                 distributed.proctitle
import time:       345 |        684 |                 distributed.proctitle
import time:       388 |        718 |                 distributed.proctitle
import time:       683 |        683 |                           zict.common
import time:       708 |        708 |                           zict.common
import time:       708 |        708 |                           zict.common
import time:       714 |        714 |                           zict.common
import time:       399 |        399 |                             zict.utils
import time:       419 |        419 |                             zict.utils
import time:       411 |        411 |                             zict.utils
import time:       477 |        477 |                             zict.utils
import time:       489 |        887 |                           zict.lru
import time:       476 |        894 |                           zict.lru
import time:       501 |        912 |                           zict.lru
import time:       551 |       1027 |                           zict.lru
import time:       665 |       2259 |                         zict.buffer
import time:       670 |       2276 |                         zict.buffer
import time:       669 |       2288 |                         zict.buffer
import time:       578 |       2836 |                       zict.async_buffer
import time:       646 |       2354 |                         zict.buffer
import time:       576 |       2851 |                       zict.async_buffer
import time:       570 |       2858 |                       zict.async_buffer
import time:       582 |       2936 |                       zict.async_buffer
import time:       403 |        403 |                       zict.cache
import time:       401 |        401 |                       zict.cache
import time:       433 |        433 |                       zict.cache
import time:       358 |        358 |                       zict.cache
import time:      1441 |       1441 |                         mmap
import time:      1506 |       1506 |                         mmap
import time:       499 |       1939 |                       zict.file
import time:      1512 |       1512 |                         mmap
import time:      1518 |       1518 |                         mmap
import time:       519 |       2024 |                       zict.file
import time:       555 |       2067 |                       zict.file
import time:       532 |       2050 |                       zict.file
import time:       317 |        317 |                       zict.func
import time:       301 |        301 |                       zict.func
import time:       449 |        449 |                       zict.func
import time:       342 |        342 |                       zict.func
import time:       552 |        552 |                       zict.lmdb
import time:       588 |        588 |                       zict.lmdb
import time:       552 |        552 |                       zict.lmdb
import time:       595 |        595 |                       zict.lmdb
import time:       367 |        367 |                       zict.sieve
import time:       368 |        368 |                       zict.sieve
import time:       394 |        394 |                       zict.sieve
import time:       387 |        387 |                       zict.sieve
import time:       414 |        414 |                       zict.zip
import time:       621 |       7579 |                     zict
import time:       412 |        412 |                       zict.zip
import time:       447 |        447 |                       zict.zip
import time:       574 |       7591 |                     zict
import time:       429 |        429 |                       zict.zip
import time:       612 |       7641 |                     zict
import time:       575 |       7628 |                     zict
import time:      3391 |      10970 |                   distributed.spill
import time:      3470 |      11060 |                   distributed.spill
import time:      3387 |      11027 |                   distributed.spill
import time:      3402 |      11029 |                   distributed.spill
import time:      1947 |      12916 |                 distributed.worker_memory
import time:      2021 |      13081 |                 distributed.worker_memory
import time:      2038 |      13064 |                 distributed.worker_memory
import time:      2015 |      13043 |                 distributed.worker_memory
import time:     24568 |      24568 |                 distributed.worker_state_machine
import time:     24802 |      24802 |                 distributed.worker_state_machine
import time:     24971 |      24971 |                 distributed.worker_state_machine
import time:     24985 |      24985 |                 distributed.worker_state_machine
import time:       377 |        377 |                 rmm
import time:      3861 |      46656 |               distributed.worker
import time:       380 |        380 |                 rmm
import time:       341 |        341 |                 rmm
import time:       346 |        346 |                 rmm
import time:      4047 |      47166 |               distributed.worker
import time:      3973 |      47244 |               distributed.worker
import time:      3929 |      47145 |               distributed.worker
import time:      5889 |     456056 |             distributed.client
import time:      6033 |     456721 |             distributed.client
import time:      6136 |     456855 |             distributed.client
import time:      6040 |     456780 |             distributed.client
import time:      2195 |     473012 |           distributed.actor
import time:      1933 |     473428 |           distributed.actor
import time:      2084 |     473637 |           distributed.actor
import time:      2085 |     473655 |           distributed.actor
import time:       499 |        499 |               distributed.deploy.adaptive_core
import time:       273 |        273 |               distributed.deploy.adaptive_core
import time:       495 |        495 |               distributed.deploy.adaptive_core
import time:       343 |        343 |               distributed.deploy.adaptive_core
import time:       733 |       1232 |             distributed.deploy.adaptive
import time:       495 |        767 |             distributed.deploy.adaptive
import time:       507 |       1002 |             distributed.deploy.adaptive
import time:       476 |        819 |             distributed.deploy.adaptive
import time:       707 |        707 |             distributed.deploy.cluster
import time:       587 |        587 |             distributed.deploy.cluster
import time:       671 |        671 |             distributed.deploy.cluster
import time:       655 |        655 |             distributed.deploy.cluster
import time:       923 |        923 |                     sortedcontainers.sortedlist
import time:       987 |        987 |                     sortedcontainers.sortedlist
import time:      1006 |       1006 |                     sortedcontainers.sortedlist
import time:      1018 |       1018 |                     sortedcontainers.sortedlist
import time:       561 |        561 |                     sortedcontainers.sortedset
import time:       637 |        637 |                     sortedcontainers.sortedset
import time:       583 |        583 |                     sortedcontainers.sortedset
import time:       588 |        588 |                     sortedcontainers.sortedset
import time:       692 |        692 |                     sortedcontainers.sorteddict
import time:       663 |        663 |                     sortedcontainers.sorteddict
import time:       697 |        697 |                     sortedcontainers.sorteddict
import time:       694 |        694 |                     sortedcontainers.sorteddict
import time:       676 |       2933 |                   sortedcontainers
import time:       576 |       2841 |                   sortedcontainers
import time:       559 |       2812 |                   sortedcontainers
import time:       674 |       2941 |                   sortedcontainers
import time:       304 |        304 |                   distributed._asyncio
import time:       330 |        330 |                   distributed._asyncio
import time:       327 |        327 |                   distributed._asyncio
import time:       319 |        319 |                   distributed._asyncio
import time:      1012 |       1012 |                   distributed.active_memory_manager
import time:      1042 |       1042 |                   distributed.active_memory_manager
import time:      1048 |       1048 |                   distributed.active_memory_manager
import time:      1010 |       1010 |                   distributed.active_memory_manager
import time:       278 |        278 |                   distributed.broker
import time:       368 |        368 |                   distributed.broker
import time:       307 |        307 |                   distributed.broker
